146967921,1
1105649831060529152,1
295,1
146967921,2
1105649831060529152,2
295,2
146967921,3
1105649831060529152,3
295,3
146967921,4
1105649831060529152,4
295,4
1105649831060529152,5
146967921,5
295,5
1105649831060529152,6
295,6
146967921,6
295,7
146967921,7
1105649831060529152,7
146967921,8
295,8
1105649831060529152,8
295,9
146967921,9
1105649831060529152,9
1105649831060529152,10
146967921,10
295,10
1105649831060529152,11
295,11
146967921,12
1105649831060529152,12
295,12
146967921,13
295,13
1105649831060529152,13
295,14
146967921,14
1105649831060529152,14
15819292,1
90661198,1
57537134,1
15819292,2
57537134,2
90661198,2
15819292,3
57537134,3
90661198,3
15819292,4
57537134,4
90661198,4
15819292,5
57537134,5
90661198,5
15819292,6
57537134,6
90661198,6
15819292,7
57537134,7
90661198,7
15819292,8
57537134,8
90661198,8
15819292,9
90661198,9
57537134,9
15819292,10
90661198,10
57537134,10
15819292,11
90661198,11
15819292,12
90661198,12
57537134,11
15819292,13
57537134,12
90661198,13
15819292,14
57537134,13
90661198,14
20118767,1
57537134,14
11420742,1
11420742,2
48435808,1
20118767,2
20118767,3
48435808,2
11420742,3
20118767,4
11420742,4
48435808,3
20118767,5
48435808,4
11420742,5
20118767,6
48435808,5
11420742,6
20118767,7
48435808,6
11420742,7
20118767,8
11420742,8
48435808,7
20118767,9
11420742,9
48435808,8
20118767,10
11420742,10
48435808,9
20118767,11
11420742,11
48435808,10
20118767,12
11420742,12
48435808,11
20118767,13
11420742,13
48435808,12
20118767,14
11420742,14
48435808,13
48248079,1
550127148,1
48435808,14
48248079,2
550127148,2
109449668,1
48248079,3
550127148,3
109449668,2
48248079,4
550127148,4
109449668,3
109449668,4
48248079,5
550127148,5
48248079,6
550127148,6
109449668,5
109449668,6
48248079,7
550127148,7
48248079,8
109449668,7
550127148,8
109449668,8
48248079,9
550127148,9
109449668,9
48248079,10
550127148,10
109449668,10
48248079,11
550127148,11
109449668,11
48248079,12
550127148,12
109449668,12
48248079,13
550127148,13
109449668,13
48248079,14
550127148,14
109449668,14
1129484500398952449,1
1204452994034454528,1
19017772,1
1129484500398952449,2
19017772,2
1204452994034454528,2
1129484500398952449,3
1204452994034454528,3
19017772,3
1129484500398952449,4
1204452994034454528,4
19017772,4
1129484500398952449,5
1204452994034454528,5
19017772,5
1129484500398952449,6
1204452994034454528,6
19017772,6
1129484500398952449,7
1204452994034454528,7
19017772,7
1129484500398952449,8
1204452994034454528,8
19017772,8
1204452994034454528,9
1129484500398952449,9
1204452994034454528,10
19017772,9
19017772,10
19017772,11
19017772,12
19017772,13
19017772,14
1858145036,1
1858145036,2
1858145036,3
1858145036,4
1858145036,5
1858145036,6
1858145036,7
1858145036,8
1858145036,9
1858145036,10
1858145036,11
1858145036,12
1858145036,13
1858145036,14
1054615387,1
1054615387,2
1054615387,3
1054615387,4
1054615387,5
1054615387,6
1054615387,7
1054615387,8
1054615387,9
1054615387,10
1054615387,11
1054615387,12
1054615387,13
1054615387,14
47018380,1
47018380,2
47018380,3
47018380,4
47018380,5
47018380,6
47018380,7
47018380,8
47018380,9
47018380,10
47018380,11
47018380,12
47018380,13
47018380,14
2567817096,1
2567817096,2
2567817096,3
2567817096,4
2567817096,5
2567817096,6
2567817096,7
2567817096,8
2567817096,9
2567817096,10
2567817096,11
2567817096,12
2567817096,13
2567817096,14
259839167,1
259839167,2
259839167,3
259839167,4
259839167,5
259839167,6
259839167,7
259839167,8
259839167,9
259839167,10
259839167,11
259839167,12
259839167,13
259839167,14
71534367,1
71534367,2
71534367,3
71534367,4
71534367,5
1129484500398952449,10
1204452994034454528,11
1129484500398952449,11
1204452994034454528,12
1129484500398952449,12
1204452994034454528,13
71534367,6
1129484500398952449,13
1204452994034454528,14
71534367,7
1129484500398952449,14
707854593,1
70620161,1
71534367,8
707854593,2
70620161,2
71534367,9
707854593,3
70620161,3
71534367,10
70620161,4
707854593,4
71534367,11
70620161,5
707854593,5
70620161,6
707854593,6
71534367,12
70620161,7
707854593,7
71534367,13
70620161,8
707854593,8
71534367,14
70620161,9
707854593,9
14861579,1
70620161,10
707854593,10
14861579,2
70620161,11
707854593,11
14861579,3
70620161,12
707854593,12
14861579,4
70620161,13
707854593,13
14861579,5
70620161,14
707854593,14
14861579,6
296528953,1
50595242,1
296528953,2
50595242,2
14861579,7
50595242,3
296528953,3
14861579,8
296528953,4
50595242,4
14861579,9
296528953,5
50595242,5
14861579,10
296528953,6
50595242,6
14861579,11
296528953,7
50595242,7
14861579,12
296528953,8
50595242,8
14861579,13
296528953,9
50595242,9
14861579,14
296528953,10
50595242,10
311476854,1
296528953,11
50595242,11
311476854,2
296528953,12
50595242,12
50595242,13
296528953,13
311476854,3
50595242,14
296528953,14
311476854,4
1297481840,1
432093,1
311476854,5
1297481840,2
432093,2
1297481840,3
311476854,6
432093,3
1297481840,4
432093,4
311476854,7
1297481840,5
432093,5
311476854,8
432093,6
1297481840,6
311476854,9
432093,7
1297481840,7
311476854,10
432093,8
1297481840,8
311476854,11
1297481840,9
432093,9
311476854,12
1297481840,10
432093,10
432093,11
1297481840,11
311476854,13
432093,12
1297481840,12
311476854,14
1297481840,13
432093,13
237097346,1
432093,14
1297481840,14
237097346,2
21212532,1
34117310,1
237097346,3
21212532,2
34117310,2
237097346,4
21212532,3
34117310,3
237097346,5
34117310,4
21212532,4
356264723,1
34117310,5
21212532,5
34117310,6
21212532,6
356264723,2
21212532,7
356264723,3
34117310,7
21212532,8
356264723,4
34117310,8
21212532,9
34117310,9
356264723,5
21212532,10
34117310,10
356264723,6
34117310,11
21212532,11
356264723,7
34117310,12
21212532,12
356264723,8
34117310,13
21212532,13
356264723,9
34117310,14
21212532,14
356264723,10
139761115,1
191145412,1
356264723,11
139761115,2
191145412,2
139761115,3
191145412,3
356264723,12
191145412,4
139761115,4
356264723,13
191145412,5
139761115,5
356264723,14
191145412,6
139761115,6
191145412,7
17633960,1
139761115,7
191145412,8
17633960,2
191145412,9
139761115,8
17633960,3
191145412,10
139761115,9
17633960,4
17633960,5
17633960,6
17633960,7
17633960,8
17633960,9
17633960,10
17633960,11
17633960,12
17633960,13
17633960,14
78183820,1
78183820,2
78183820,3
78183820,4
78183820,5
78183820,6
78183820,7
78183820,8
78183820,9
78183820,10
78183820,11
78183820,12
78183820,13
78183820,14
1712831,1
1712831,2
1712831,3
1712831,4
1712831,5
1712831,6
1712831,7
1712831,8
1712831,9
1712831,10
1712831,11
1712831,12
1712831,13
1712831,14
309669413,1
309669413,2
309669413,3
309669413,4
309669413,5
309669413,6
309669413,7
309669413,8
309669413,9
309669413,10
309669413,11
309669413,12
309669413,13
309669413,14
862824455227224064,1
862824455227224064,2
862824455227224064,3
862824455227224064,4
862824455227224064,5
862824455227224064,6
862824455227224064,7
862824455227224064,8
862824455227224064,9
862824455227224064,10
862824455227224064,11
862824455227224064,12
862824455227224064,13
862824455227224064,14
24393439,1
24393439,2
24393439,3
24393439,4
24393439,5
24393439,6
24393439,7
24393439,8
24393439,9
24393439,10
146967921,11
24393439,11
24393439,12
139761115,10
24393439,13
139761115,11
191145412,11
139761115,12
73813227,1
24393439,14
139761115,13
73813227,2
481693698,1
139761115,14
73813227,3
481693698,2
21812653,1
73813227,4
481693698,3
21812653,2
73813227,5
21812653,3
481693698,4
73813227,6
21812653,4
481693698,5
73813227,7
21812653,5
73813227,8
481693698,6
21812653,6
73813227,9
21812653,7
481693698,7
73813227,10
21812653,8
481693698,8
73813227,11
21812653,9
73813227,12
481693698,9
21812653,10
73813227,13
481693698,10
73813227,14
21812653,11
481693698,11
21812653,12
35639763,1
21812653,13
481693698,12
35639763,2
21812653,14
481693698,13
35639763,3
247869831,1
481693698,14
35639763,4
247869831,2
3787041853,1
35639763,5
247869831,3
35639763,6
3787041853,2
247869831,4
35639763,7
247869831,5
3787041853,3
35639763,8
247869831,6
3787041853,4
35639763,9
247869831,7
3787041853,5
35639763,10
247869831,8
3787041853,6
35639763,11
247869831,9
3787041853,7
35639763,12
247869831,10
35639763,13
3787041853,8
247869831,11
35639763,14
247869831,12
3787041853,9
15082762,1
247869831,13
3787041853,10
15082762,2
247869831,14
3787041853,11
15082762,3
9483752,1
3787041853,12
15082762,4
9483752,2
3787041853,13
15082762,5
9483752,3
3787041853,14
15082762,6
9483752,4
15082762,7
17343124,1
9483752,5
15082762,8
9483752,6
17343124,2
15082762,9
9483752,7
17343124,3
15082762,10
9483752,8
17343124,4
15082762,11
9483752,9
17343124,5
15082762,12
9483752,10
17343124,6
15082762,13
9483752,11
17343124,7
15082762,14
9483752,12
2279162833,1
9483752,13
17343124,8
2279162833,2
17343124,9
9483752,14
2279162833,3
243574866,1
17343124,10
243574866,2
2279162833,4
17343124,11
243574866,3
2279162833,5
17343124,12
243574866,4
2279162833,6
17343124,13
243574866,5
2279162833,7
243574866,6
17343124,14
2279162833,8
243574866,7
31841271,1
2279162833,9
243574866,8
31841271,2
2279162833,10
243574866,9
31841271,3
2279162833,11
243574866,10
31841271,4
2279162833,12
243574866,11
31841271,5
